,fluxes,equ,ec-code,kcat_MW,E
TAGURr_reverse,0.0,BSU12380,,,
PUNP2_reverse_num1,0.0,BSU23490,,327539.2228476859,0.0
BETALDHx_reverse,0.0,BSU31060,,,
BETALDHy_reverse,0.0,BSU31060,,,
FBA2_reverse,0.0,BSU37120,,641.1286896635697,0.0
R02662_reverse,0.0,BSU24030,,,
M1PD_reverse,0.0,BSU03990,,5943.8379437118065,0.0
SERH_reverse,0.0,BSU22630 and BSU22640,,506.7299032387935,0.0
R02727_reverse,0.0,BSU34570,,1406.764964368736,0.0
PGMT_B_reverse,0.0,BSU34550,,3494.979340936625,0.0
DAPDA_reverse,0.0,BSU14190,,,
SDPDS_reverse_num1,0.0,BSU29980,,12343.010322666229,0.0
DAPE_reverse,0.0,BSU32170,,4180.146949889472,0.0
G6PBDH_reverse,0.0,BSU23850,,81341.7567116886,0.0
G6PIh_reverse,0.0,BSU31350,,104978.12427074923,0.0
PGIA_reverse,0.0,BSU31350,,104978.12427074923,0.0
PUNP6_reverse_num1,0.0,BSU23490,,327539.2228476859,0.0
PPM2_reverse,0.00109285332,BSU23500,,8665.00171050976,1.2612268947096465e-07
TDPDRR_reverse,0.0,BSU37820,,655326.2121102215,0.0
SHCHF_reverse,0.0,BSU15620,,,
SPRMS_reverse,0.0,BSU37500,,5147.9743155319875,0.0
URCN_reverse,0.0,BSU39360,,,
BTDD-RR_reverse,0.0,BSU06240,,1245.7160951141427,0.0
R03012_reverse,0.0,BSU34910,,396.26413849439217,0.0
ECOAH1_reverse_num1,0.0,BSU28540,,145276.64500856024,0.0
R03050_reverse_num1,0.0,BSU28300 and BSU28310,,5343.961374926762,0.0
R03062_reverse,0.0,BSU03180,,96517.15674800843,0.0
DHPS_reverse,0.0,BSU00770,,8944.138036622728,0.0
UPP3S_1_reverse_num1,0.0,BSU28140,,568.7990104628341,0.0
R03172_reverse,0.00657235579776,,,,
R03174_reverse,0.0,BSU24030,,,
UPP3MT_reverse_num1,0.0,BSU03280,,307.41647765797495,0.0
UPPDC1_reverse,0.0,BSU10120,,15125.385726410657,0.0
PPPGO_1_reverse,0.0,BSU10140,,101.27575252327057,0.0
TMPPP_reverse_num1,0.0,BSU38290,,151870.61319681484,0.0
AMAOTr_reverse,0.0,BSU30230,,2118.372381917937,0.0
HSTPT_reverse,0.0057003157919999995,BSU22620,,13933.763368078706,4.0910094720418685e-07
SHSL1_reverse,0.007908911543999999,BSU11870,,1368.1077064844017,5.7809129401977914e-06
G6PI3_reverse,0.0,BSU31350,,104978.12427074923,0.0
AUNOR_reverse,0.0,BSU23280,,39.021902991169696,0.0
PSCVT_reverse,0.0,BSU22600,,451.1985039838527,0.0
R03492_reverse,0.0,BSU35780,,108502.8435131967,0.0
DHNPA2r_reverse,0.0,BSU00780,,91.95981725316842,0.0
PRAIi_reverse,0.0,BSU22650,,17135.013939061177,0.0
BTS_reverse_num1,0.0,BSU31360,,,
STACHGALACT_reverse,0.0,BSU30300,,8551.243386950953,0.0
ACACT4r_reverse_num1,0.0,BSU32830,,7003.420346478321,0.0
ACACT6p_reverse_num1,0.0,BSU32830,,7003.420346478321,0.0
R03913_reverse,2.406044294786998,,,,
R03914_reverse,0.0,,,,
FFSD_reverse,0.0,BSU38040,,21152665.711651467,0.0
SHCHD2_reverse,0.0,BSU15630,,,
IPPMIb_reverse,0.0,BSU28260 and BSU28250,,152.75911302091802,0.0
r0648_reverse,0.0,BSU18410,,2430.1665194069737,0.0
R03975_reverse,0.0,BSU39540,,200855.4105300782,0.0
ACACT7p_reverse_num1,0.0,BSU32830,,7003.420346478321,0.0
IPPMIa_reverse,0.027679822990079997,BSU28250 and BSU28260,,152.75911302091802,0.00018119916018555088
PRACHh_reverse,0.0,BSU34860,,635.2555535437522,0.0
IMACTD_reverse_num1,0.0,BSU07350,,92.7674482729905,0.0
MBCOAi_reverse,0.0,BSU18260,,243.4411397817773,0.0
R04097_reverse,0.0035106590380800003,BSU24030,,,
GLUTRR_1_reverse,0.0,BSU28170,,7077.512485944917,0.0
AMAA_reverse_num1,0.0,BSU01530,,23004.09805971751,0.0
ECOAH5_1_reverse_num1,0.0,BSU28540,,145276.64500856024,0.0
PSERT_reverse,0.0,BSU10020,,48.0438841321491,0.0
DHDPRy_reverse,0.028783008907199994,BSU22490,,,
HACD9_reverse,0.00657235579776,BSU32840,,53377.89990220124,1.2312878194537142e-07
ECOAH9m_reverse_num1,0.0,BSU28540,,145276.64500856024,0.0
ECOAH12m_reverse_num1,0.0,BSU28540,,145276.64500856024,0.0
PTHPS_reverse,0.0,BSU13730,,314780.48488759267,0.0
GARFT_reverse,0.0,BSU06510,,1062.3258166576254,0.0
THPAT_reverse,0.0,BSU14180,,,
DKI_reverse,0.0,BSU22130,,,
ACCOAC_1_reverse,0.0,BSU29210 and BSU29200,,611.4968641924538,0.0
MTRI_reverse,0.0,BSU13550,,,
MCITD_reverse,0.0,BSU24130,,,
MICITDr_reverse,0.0,BSU18000,,36205.57328807148,0.0
IPMD_reverse,0.0,BSU28270,,673.1290384024644,0.0
3HAD40_1_reverse,0.0,BSU36370,,,
KARI_23dhmb_reverse,0.0,BSU28290,,177.01651894243844,0.0
PHCDm_reverse_num1,0.0,BSU37780,,383.41098025794486,0.0
RBFSa_reverse,0.0,BSU23250,,19.76492364866485,0.0
R04486_reverse,0.0,BSU39540,,200855.4105300782,0.0
3OAR40_1_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
3OAR100_1_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
3HAD100_reverse,0.0,BSU36370,,,
3OAR80_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
3HAD80_reverse,0.0,BSU36370,,,
3OAR160_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
3HAD160_reverse,0.0,BSU36370,,,
ADSL2r_reverse,0.0,BSU06440,,28.690967064657244,0.0
AICART_reverse,0.0,BSU06520,,298.38151328328763,0.0
3OAR140_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
3HAD140_reverse,0.0,BSU36370,,,
PRICIh_reverse,0.0,BSU34880,,1074.2496591264112,0.0
ACAS_2ahbut_reverse,0.0,BSU28300 and BSU28310,,5343.961374926762,0.0
HACD7_reverse,0.001732013113632,BSU32840,,53377.89990220124,3.2448131470241186e-08
ECOAH7p_reverse_num1,0.0,BSU28540,,145276.64500856024,0.0
HACD6i_reverse,0.002049351382368,BSU32840,,53377.89990220124,3.839325612515316e-08
ECOAH6_reverse_num1,0.0,BSU28540,,145276.64500856024,0.0
HACD5_reverse,0.002049351382368,BSU32840,,53377.89990220124,3.839325612515316e-08
ACACT5r_1_reverse_num1,0.0,BSU32830,,7003.420346478321,0.0
HACD4_reverse,0.002049351382368,BSU32840,,53377.89990220124,3.839325612515316e-08
ECOAH4_reverse_num1,0.0,BSU28540,,145276.64500856024,0.0
HACD3_reverse,0.002049351382368,BSU32840,,53377.89990220124,3.839325612515316e-08
ECOAH3_1_reverse_num1,0.0,BSU28540,,145276.64500856024,0.0
ACACT3r_reverse_num1,0.0,BSU32830,,7003.420346478321,0.0
HACD2i_reverse,0.002049351382368,BSU32840,,53377.89990220124,3.839325612515316e-08
ECOAH2_reverse_num1,0.0,BSU28540,,145276.64500856024,0.0
CYSS_trdrd_reverse_num1,0.0,BSU00730,,7113.832884721485,0.0
3OAR60_1_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
3HAD60_1_reverse,0.0,BSU36370,,,
3OAR120_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
3HAD120_1_reverse,0.0,BSU36370,,,
R05032_reverse,0.0,BSU15220,,198.2180264526362,0.0
4HGLSD_reverse_num1,0.0,BSU37780,,383.41098025794486,0.0
R05052_reverse_num1,0.0,BSU37690,,936.1924135127651,0.0
R05053_reverse,0.0,BSU09670,,13161.452883034506,0.0
HMNO_reverse,0.0,BSU07990,,680437.345456371,0.0
KARI_23dhmp_reverse,0.018830210351999995,BSU28290,,177.01651894243844,0.00010637544148138588
KARI_reverse,0.0,BSU28290,,177.01651894243844,0.0
OHPBAT_reverse,0.0,BSU10020,,48.0438841321491,0.0
R05287_reverse,0.0,BSU28940,,9.736196504869746,0.0
R05338_reverse,0.0,BSU03460,,918638.8342322069,0.0
R05339_reverse,0.0,BSU03450,,259677.4856396475,0.0
D5KGPA_reverse,0.0,BSU39670,,,
4OT2_reverse,0.0,BSU37540,,,
R05549_reverse,0.0,BSU30300,,8551.243386950953,0.0
R05554_reverse,0.0,BSU32530,,1650.951251089319,0.0
R05566_reverse,0.0,BSU35750,,723.7681709231089,0.0
GLTPD_reverse,0.0,,,,
EDA_reverse,0.0,BSU22100,,4416.092623134448,0.0
PAPPT3_reverse,0.0,BSU15190,,20677.40138994022,0.0
MEPCT_reverse,0.0,BSU00900,,13590.51716131684,0.0
DXPRIi_reverse,6.290339999999999e-05,BSU16550,,374.0980850459554,1.68146810995498e-07
R05835_reverse,0.0,BSU39540,,200855.4105300782,0.0
RBP4E_reverse,0.0,BSU28780,,2493.268172430512,0.0
TARTRDH_reverse,0.0,BSU04000,,9665.78023382614,0.0
TDPDRE_reverse,0.0,BSU37810,,1172642.1370059764,0.0
HIUH_reverse,0.0,BSU32460,,2590.848051814447,0.0
TMDS3_reverse,0.0,,,,
CPPPGO2_reverse_num1,0.0,BSU25500,,18888.401994865133,0.0
HADPCOADH3_reverse,0.0,BSU32840,,53377.89990220124,0.0
R07013_reverse,0.0,BSU08590,,1178.35791928227,0.0
R07014_reverse,0.0,BSU08590,,1178.35791928227,0.0
R07027_reverse,0.0,BSU08590,,1178.35791928227,0.0
R07082_reverse,0.0,BSU08590,,1178.35791928227,0.0
CBMD_reverse,0.0,,,,
R07346_reverse,0.0,,,,
DHPTDNR_reverse_num1,0.0,BSU07830,,12634.14152818976,0.0
ARD1_reverse,0.0,BSU13620,,26369.86545591566,0.0
ARAT_reverse,0.0,BSU13580,,470806.6419714574,0.0
R07476_reverse,0.0,BSU10950,,1079.1158017116811,0.0
R07600_reverse,0.0,BSU24040 and BSU24050,,128.16362862994984,0.0
R07602_reverse,0.0,BSU24040 and BSU24050,,128.16362862994984,0.0
R07604_reverse,0.0,BSU24040 and BSU24050,,128.16362862994984,0.0
R07618_reverse,0.0,BSU14610,,186.0377671647073,0.0
ALAALAD_reverse,0.006110042336399999,BSU12920,,68755.46473427264,8.886627935705476e-08
R07771_reverse,0.0,BSU24530,,643156.2969363097,0.0
R08125_reverse,0.0,BSU32610,,,
PUNP8_reverse_num1,0.0,BSU19630,,563884.8337692728,0.0
R08938_reverse,0.0,BSU36560,,22499.03303638252,0.0
rxn00399_reverse,0.0,BSU07630,,,
RHCYS_reverse,0.0,,,,
r0390_reverse_num1,0.0,BSU02840,,440648.60274779174,0.0
rxn02727_reverse,0.0,BSU18410,,2430.1665194069737,0.0
URAt2_reverse_num1,0.0,BSU15480,,456207.89993402397,0.0
CYTDt2_reverse_num1,0.0,BSU32180,,490389.1107587801,0.0
URIt2_reverse_num1,0.0,BSU32180,,490389.1107587801,0.0
THMDt2_reverse_num1,0.0,BSU32180,,490389.1107587801,0.0
HXANt2r_reverse,0.0,BSU22060,,448454.2835988382,0.0
XANt2_reverse,0.0,BSU22060,,448454.2835988382,0.0
GUAt2r_reverse_num1,0.0,BSU38710,,410467.9911136458,0.0
GSNt2_reverse_num1,0.0,BSU38710,,410467.9911136458,0.0
DCYTt2_reverse_num1,0.0,BSU39410,,487948.78068091045,0.0
Ktex_reverse_num1,0.0,BSU14210,,692206.2028183021,0.0
NAt3_1_reverse,2.8391349466165365e-11,BSU31600 and BSU31610 and BSU31620 and BSU31630 and BSU31640 and BSU31650 and BSU31660,,97425.07362399675,2.9141727493826903e-16
CITt14_reverse,0.00606948,BSU39060,,457743.8984279982,1.3259554132439654e-08
CITt10_reverse,0.0,BSU07610,,452442.89368306356,0.0
ASPt2r_reverse,0.0,BSU02340,,464770.6647125985,0.0
LEUt2r_reverse_num1,0.0,BSU26690 and BSU26700 and BSU26710,,237408.28444541825,0.0
ILEt2r_reverse_num1,0.0,BSU26690 and BSU26700 and BSU26710,,237408.28444541825,0.0
FOLt_reverse,0.0,,,,
rxn05294_reverse_num1,0.0,BSU20340 and BSU00010 and BSU28990 and BSU40440 and BSU22350 and BSU29230 and BSU25210 and BSU28980 and BSU00020 and BSU00190 and BSU25560 and BSU00310 and BSU06620 and BSU06610 and BSU16580 and BSU15710 and BSU40900 and BSU00070 and BSU00060 and BSU22790 and BSU18100 and BSU18090 and BSU15940 and BSU16120 and BSU23220 and BSU23210 and BSU06060 and BSU20500,,29.79212620607889,0.0
GLUt2r_reverse_num1,0.0,BSU10220,,150521.06968979677,0.0
HISt2r_reverse,0.0,BSU39390,,401665.1764704854,0.0
THRt2r_reverse,0.0,,,,
TYRt2r_reverse,0.0,,,,
LYSt3r_reverse,0.0,BSU10870,,861628.6521698127,0.0
SERt2r_reverse,0.0,,,,
PNTOt2_reverse,0.0,BSU38240,,382272.6087925501,0.0
NACt_reverse,0.0,,,,
PIt7_reverse,0.0,BSU25420,,627141.1067015664,0.0
ZN2t4pp_reverse,0.0,BSU26650,,606968.4739956127,0.0
INSt2_reverse_num1,0.0,BSU38710,,410467.9911136458,0.0
DADNt2_reverse_num1,0.0,BSU38710,,410467.9911136458,0.0
ADNt2_reverse_num1,0.0,BSU38710,,410467.9911136458,0.0
rxn05358_reverse,0.0,BSU15900,,690.4532046533452,0.0
rxn05360_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05361_reverse,0.0,BSU36370,,,
rxn05364_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05365_reverse,0.0,BSU36370,,,
rxn05368_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05369_reverse,0.0,BSU36370,,,
rxn05372_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05373_reverse,0.0,BSU36370,,,
rxn05376_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05377_reverse,0.0,BSU36370,,,
rxn05380_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05381_reverse,0.0,BSU36370,,,
rxn05383_reverse,0.0,BSU15900,,690.4532046533452,0.0
rxn05385_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05386_reverse,0.0,BSU36370,,,
rxn05389_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05390_reverse,0.0,BSU36370,,,
rxn05393_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05394_reverse,0.0,BSU36370,,,
rxn05397_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05398_reverse,0.0,BSU36370,,,
rxn05401_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05402_reverse,0.0,BSU36370,,,
rxn05405_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05406_reverse,0.0,BSU36370,,,
rxn05408_reverse,0.0,BSU15900,,690.4532046533452,0.0
rxn05410_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05411_reverse,0.0,BSU36370,,,
rxn05414_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05415_reverse,0.0,BSU36370,,,
rxn05418_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05419_reverse,0.0,BSU36370,,,
rxn05422_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05423_reverse,0.0,BSU36370,,,
rxn05426_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05427_reverse,0.0,BSU36370,,,
rxn05430_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05431_reverse,0.0,BSU36370,,,
rxn05451_reverse,0.0,BSU15900,,690.4532046533452,0.0
rxn05452_reverse,0.0,BSU15900,,690.4532046533452,0.0
rxn05453_reverse,0.0,BSU15900,,690.4532046533452,0.0
rxn05454_reverse,0.0,BSU15900,,690.4532046533452,0.0
rxn05455_reverse,0.0,BSU15900,,690.4532046533452,0.0
rxn05456_reverse,0.0,BSU15900,,690.4532046533452,0.0
FAS1_6_c_reverse,0.0,BSU15900,,690.4532046533452,0.0
FAS1_7_c_reverse,0.00044088984355200003,BSU15900,,690.4532046533452,6.385513755032203e-07
rxn05459_reverse,0.0,BSU15900,,690.4532046533452,0.0
rxn05461_reverse_num1,0.0,BSU15910,,4015.536910287322,0.0
rxn05462_reverse,0.0,BSU36370,,,
NH4t_reverse,0.0,BSU36510,,485238.03770626616,0.0
CO2t_reverse,9.249962288425714,,,,
O2t_reverse,0.0,,,,
PYRt2_reverse,0.0,,,,
GLYCLTt2r_reverse_num1,0.0,BSU34190,,346972.8555619369,0.0
GMPt6_reverse,0.0,,,,
2HXMPt6_reverse,0.0,,,,
2PGLYCt6_reverse,0.0,,,,
2PGt6_reverse,0.0,,,,
3AMBAt2_reverse,0.0,BSU06310,,405908.67810991104,0.0
3AMPt6_reverse,0.0,,,,
3CMPt6_reverse,0.0,,,,
3GMPt6_reverse,0.0,,,,
3PGt6_reverse,0.0,,,,
3UMPt6_reverse,0.0,,,,
5MTRtpp_reverse,0.0,,,,
6PGCt6_reverse,0.0,,,,
ABTt_reverse,0.0,,,,
ACACt2_reverse,0.0,,,,
ACMANAt2_reverse,0.0,,,,
ACNAMt2_reverse,0.0,,,,
ACt2r_reverse,4.4419371617025565,,,,
ADEt2_reverse,0.0,,,,
AKGt2r_reverse_num1,0.0,BSU18540,,456967.47733881435,0.0
DALAt2r_reverse_num1,0.0,BSU05620,,408266.6705762441,0.0
BALAt2r_reverse,0.0,BSU05620,,408266.6705762441,0.0
AMPt6_reverse,0.0,,,,
ANTIMt1_reverse,0.0,,,,
ARAB_Dt_reverse,0.0,,,,
ARBt2r_reverse,0.0,BSU33960,,411330.6205718312,0.0
ARGPt6_reverse,0.0,,,,
ARSENBt2_reverse,0.0,BSU30070,,369473.2644711205,0.0
ASO3t_reverse_num1,0.0,BSU25790,,541238.719618379,0.0
ASNt2r_reverse,0.0,,,,
BTDt6-RR_reverse,0.0,,,,
CAt4_reverse,0.00624846,BSU07920,,184211.5927104445,3.392001506561928e-08
CD2t4pp_reverse,0.0,BSU26650,,606968.4739956127,0.0
CHORt2_reverse,0.0,,,,
CMPt6_reverse,0.0,,,,
CSNt2_reverse_num1,0.0,BSU38710,,410467.9911136458,0.0
CYSGLYt2ir_reverse,0.0,,,,
DEXTRINt2_reverse,0.0,,,,
DHAt_reverse,0.0,,,,
ETOHt3_reverse,0.0,,,,
F6Pt6_i2_reverse,0.0,,,,
FORt2_reverse_num1,0.0,BSU27200,,727869.2309985548,0.0
FUMt2r_reverse,0.0,BSU04440 and BSU04470,,243081.89439956174,0.0
G1Pt6_2_reverse,0.0,,,,
G6Pt6_2_reverse,0.0,,,,
ABUTt2r_reverse,0.0,BSU06310,,405908.67810991104,0.0
GALCTt2r_reverse,0.0,BSU02480,,421082.11283636454,0.0
GALt2_reverse,0.0,BSU33960,,411330.6205718312,0.0
GAM6Pt_reverse,0.0,,,,
GLCNt2r_reverse_num1,0.0,BSU19520,,442991.3819294393,0.0
GLCRt2r_reverse,0.0,BSU02480,,421082.11283636454,0.0
GLCt2_reverse_num1,0.0,BSU10520,,461715.8205997362,0.0
GLCURt2r_reverse,0.0,BSU12360,,457604.7014041239,0.0
GLXt2_reverse,0.0,,,,
GLY3Pt2_reverse,0.0,BSU02140,,416365.0535170731,0.0
GLYBt2_reverse,0.0,BSU30070,,369473.2644711205,0.0
GLYCOGENt_reverse,0.0,,,,
GLYCt_reverse,0.0,BSU09280,,721622.0406865438,0.0
GLYt2r_reverse_num1,0.0,BSU05620,,408266.6705762441,0.0
INSTt2_reverse_num1,0.0,BSU39710,,442469.4871503739,0.0
L_LACt2r_reverse_num1,0.0,BSU03060,,359970.1299521757,0.0
MAL_Dt2_reverse_num1,0.0,BSU38770,,428960.5271742949,0.0
MALt2r_reverse_num1,0.0,BSU38770,,428960.5271742949,0.0
MAN1Pt6_reverse,0.0,,,,
MANt2_reverse,0.0,BSU10520,,461715.8205997362,0.0
MELIBt2_reverse,0.0,BSU12310,,411253.20465404587,0.0
NO2t2r_reverse_num1,0.0,BSU38060,,728574.7506372445,0.0
NO3t2_reverse_num1,0.0,BSU03330,,485476.957096405,0.0
PALAt2_reverse,0.0,,,,
PEPt6_reverse,0.0,,,,
PPAt6_reverse,0.0,,,,
URATEtm_reverse_num1,0.0,BSU32430,,440245.22704737977,0.0
PSER_Dt6_reverse,0.0,,,,
PSER_Lt6_reverse,0.0,,,,
RAFFINt2_reverse,0.0,,,,
RIBFLVt2_reverse,0.0,BSU23050,,504443.6911088806,0.0
RMNt_reverse,0.0,BSU20080,,1578579.059940139,0.0
SBTt2_reverse,0.0,BSU06160,,400673.4877320436,0.0
DSERt2_reverse_num1,0.0,BSU05620,,408266.6705762441,0.0
SO4t2_reverse_num1,0.0,BSU15580,,562919.19930624,0.0
SRB_Lt_reverse,0.0,,,,
SUCCt2r_reverse,0.0,BSU04440 and BSU04470,,243081.89439956174,0.0
TRPt2r_reverse,0.0,BSU10010,,1136171.5872407784,0.0
UMPt6_reverse,0.0,,,,
UREAt_reverse,0.0,,,,
VALt2r_reverse_num1,0.0,BSU26690 and BSU26700 and BSU26710,,237408.28444541825,0.0
XYLt2_reverse,0.0,BSU17570,,402744.8271572184,0.0
GALURt2r_reverse,0.0,BSU12360,,457604.7014041239,0.0
CITRt2r_reverse,0.0,,,,
MAN6Pt6_reverse,0.0,,,,
HQNt6_reverse,0.0,,,,
DTMPt6_reverse,0.0,,,,
XTSNt2_reverse_num1,0.0,BSU38710,,410467.9911136458,0.0
DDGLCNt2r_reverse,0.0,BSU22090,,604212.6954183985,0.0
ALLTNt2r_reverse,0.0,BSU36470,,384119.3565586988,0.0
FUCt_reverse,0.0,,,,
rxn05694_reverse,0.0,,,,
rxn05697_reverse,0.0,,,,
rxn05699_reverse,0.0,,,,
rxn05700_reverse,0.0,,,,
rxn05716_reverse,0.0,,,,
rxn05718_reverse,0.0,,,,
rxn05721_reverse,0.0,,,,
rxn05722_reverse,0.0,,,,
rxn05724_reverse,0.0,,,,
rxn05727_reverse,0.0,,,,
GLXO1_reverse_num1,0.0,BSU19310,,91.80113918599231,0.0
ALDD31_reverse_num1,0.0,BSU19310,,91.80113918599231,0.0
rxn05740_reverse,0.0,BSU30940,,3490.387083598143,0.0
MLTG1_reverse_num1,0.0,BSU34560,,438879.6969098767,0.0
NADH4_reverse_num1,0.0,BSU12290,,1195.8554422206912,0.0
NTR3B_reverse,0.0,BSU37250 and BSU37280 and BSU37270,,,
AB6PGH_reverse,0.0,BSU40110,,1664.7833443635418,0.0
ACGAMT_reverse,0.0,BSU35530,,,
ALAGLUE_reverse,0.0,BSU12980,,65664.7169108305,0.0
ASR_reverse_num1,0.0,BSU11500,,48.02167440058958,0.0
DASYN140_reverse,0.0,BSU16540,,691.9335574839687,0.0
DASYN160_reverse,0.0,BSU16540,,691.9335574839687,0.0
DASYN180_reverse,0.0,BSU16540,,691.9335574839687,0.0
GLCS1_reverse,0.0,BSU30950,,19576.865503682788,0.0
GPDDA4_reverse_num1,0.0,BSU02130,,223.32653511521647,0.0
HEMEOS_reverse_num1,0.0,BSU12080,,,
LALGP_reverse,0.0,BSU02810,,1084913.463488897,0.0
PGSA140_reverse,0.0,BSU16920,,,
PGSA160_reverse,0.0,BSU16920,,,
PGSA180_reverse,0.0,BSU16920,,,
PSD140_reverse,0.0,BSU02290,,,
PSD160_reverse,0.0,BSU02290,,,
PSD180_reverse,0.0,BSU02290,,,
GBEZ_reverse,0.0,BSU30980,,24438.82616745081,0.0
GK2_reverse,0.0,BSU15680,,8062.673747227494,0.0
SBT_Lt_reverse,0.0,BSU06160,,400673.4877320436,0.0
METSR_R1_reverse,0.0,BSU21680,,106.14813833807241,0.0
MMSAD2_reverse,0.0,BSU39760,,31.669553597932076,0.0
BG_MADG_reverse_num1,0.0,BSU39260,,209.42683714166336,0.0
BG_MBDG_reverse_num1,0.0,BSU39260,,209.42683714166336,0.0
LAAF_reverse_num1,0.0,BSU28720,,1286.5240360281841,0.0
TEICH45_reverse,0.0,BSU35540 and BSU35550 and BSU35560 and BSU35570 and BSU35590 and BSU35600 and BSU35610,,75975.42701246847,0.0
HEMECS_reverse,0.0,,,,
rxn10002_reverse,0.0,,,,
rxn10048_reverse,0.0,BSU14870,,608354.4934292538,0.0
26DPAi_reverse,0.0,BSU16730 and BSU16740,,7875.336561587383,0.0
CHOLD2m_reverse,0.0,BSU31050,,37436.157974640555,0.0
rxn10192_reverse,0.0,BSU35760 and BSU35720,,6.325021299705258,0.0
PGPAGT_reverse,0.0,BSU35730,,,
rxn10194_reverse,0.0,BSU35700 and BSU35710,,,
rxn10195_reverse,0.0,BSU35700 and BSU35710,,,
rxn10196_reverse,0.0,BSU35700 and BSU35710,,,
rxn10197_reverse_num1,0.0,BSU35680,,193512.03245490039,0.0
rxn10198_reverse,0.0,BSU05910,,1158013.502642193,0.0
rxn10199_reverse_num1,0.0,BSU25000,,6880.424228548206,0.0
rxn10220_reverse,0.0,BSU16540,,691.9335574839687,0.0
rxn10221_reverse,0.0,BSU16540,,691.9335574839687,0.0
rxn10222_reverse,0.0,BSU16540,,691.9335574839687,0.0
rxn10223_reverse,0.0,BSU16540,,691.9335574839687,0.0
rxn10224_reverse,0.0,BSU16540,,691.9335574839687,0.0
rxn10225_reverse,0.0,BSU16540,,691.9335574839687,0.0
rxn10232_reverse,0.0,BSU02290,,,
rxn10233_reverse,0.0,BSU02290,,,
rxn10234_reverse,0.0,BSU02290,,,
rxn10235_reverse,0.0,BSU02290,,,
rxn10236_reverse,0.0,BSU02290,,,
rxn10237_reverse,0.0,BSU02290,,,
rxn10244_reverse,0.0,,,,
rxn10245_reverse,0.0,,,,
rxn10246_reverse,0.0,,,,
rxn10247_reverse,0.0,,,,
rxn10248_reverse,0.0,,,,
rxn10249_reverse,0.0,,,,
rxn10250_reverse,0.0,,,,
rxn10251_reverse,0.0,,,,
rxn10252_reverse,0.0,,,,
rxn10259_reverse,0.0,BSU16920,,,
rxn10260_reverse,0.0,BSU16920,,,
rxn10261_reverse,0.0,BSU16920,,,
rxn10262_reverse,0.0,BSU16920,,,
rxn10263_reverse,0.0,BSU16920,,,
rxn10264_reverse,0.0,BSU16920,,,
rxn10271_reverse,0.0,BSU21920,,476008.76982267,0.0
rxn10272_reverse,0.0,BSU21920,,476008.76982267,0.0
rxn10273_reverse,0.0,BSU21920,,476008.76982267,0.0
rxn10274_reverse,0.0,BSU21920,,476008.76982267,0.0
rxn10275_reverse,0.0,BSU21920,,476008.76982267,0.0
rxn10276_reverse,0.0,BSU21920,,476008.76982267,0.0
rxn10277_reverse,0.0,BSU21920,,476008.76982267,0.0
rxn10278_reverse,0.0,BSU21920,,476008.76982267,0.0
rxn10279_reverse,0.0,BSU21920,,476008.76982267,0.0
rxn10280_reverse,0.0,BSU13350,,,
rxn10281_reverse,0.0,BSU13350,,,
rxn10282_reverse,0.0,BSU13350,,,
rxn10283_reverse,0.0,BSU13350,,,
rxn10284_reverse,0.0,BSU13350,,,
rxn10285_reverse,0.0,BSU13350,,,
rxn10286_reverse,0.0,BSU13350,,,
rxn10287_reverse,0.0,BSU13350,,,
rxn10288_reverse,0.0,BSU13350,,,
rxn10289_reverse,0.0,BSU35720,,9.52507286076048,0.0
rxn10290_reverse,0.0,BSU35720,,9.52507286076048,0.0
rxn10291_reverse,0.0,BSU35720,,9.52507286076048,0.0
rxn10292_reverse,0.0,BSU35720,,9.52507286076048,0.0
rxn10293_reverse,0.0,BSU35720,,9.52507286076048,0.0
rxn10294_reverse,0.0,BSU35720,,9.52507286076048,0.0
