id,fluxes,equ,ec-code,kcat_MW,E
EAR120x_num1,0,h_c + nadh_c + tddec2eACP_c --> ddeacp_c + nad_c,1.3.1.9,2006.881409,0
EAR120y,0,h_c + nadph_c + tddec2eACP_c --> ddeacp_c + nadp_c,1.3.1.10,3571.566104,0
MCMAT6_num1,0,ddeacp_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,2.3.1.41,7.912547652,0
HACD7,0,3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c,4.2.1.17,45965.12252,0
ECOAH7p_num1,0.011323788,3hhdcoa_c --> h2o_c + hdd2coa_c,4.2.1.17,145276.645,7.79E-08
HACD6i,0,3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c,4.2.1.17,45965.12252,0
ECOAH6_num1,0.013398521,3htdcoa_c --> h2o_c + td2coa_c,4.2.1.17,145276.645,9.22E-08
HACD5,0,3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c,4.2.1.17,45965.12252,0
ACACT5r_1_num1,0,accoa_c + dccoa_c --> 3oddcoa_c + coa_c,2.3.1.9,7003.420346,0
HACD4,0,3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c,4.2.1.17,45965.12252,0
ECOAH4_num1,0.013398521,3hdcoa_c --> dc2coa_c + h2o_c,4.2.1.17,145276.645,9.22E-08
HACD3,0,3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c,4.2.1.17,45965.12252,0
ECOAH3_1_num1,0.013398521,3hocoa_c --> h2o_c + oc2coa_c,4.2.1.17,145276.645,9.22E-08
ACACT3r_num1,0,accoa_c + hexscoa_c --> 3oocoa_c + coa_c,2.3.1.9,7003.420346,0
HACD2i,0,3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c,4.2.1.17,45965.12252,0
ECOAH2_num1,0.013398521,3hhcoa_c --> h2o_c + hx2coa_c,4.2.1.17,145276.645,9.22E-08
R04773,0,C05335_c + atp_c + trnamet_c --> amp_c + ppi_c + selmethtrna_c,,261174.3254,0
PFKh,0,atp_c + f6p_B_c --> adp_c + fdp_B_c,2.7.1.11,8893.388898,0
BFBP_num1,0,fdp_B_c + h2o_c --> f6p_B_c + h_c + pi_c,3.1.3.11,3465.753456,0
CYSS_trdrd_num1,0,acser_c + trdrd_c + tsul_c --> ac_c + cys__L_c + so3_c + trdox_c,2.5.1.47,14227.66577,0
R04951,0,C05729_c + h2o_c --> C05726_c + gly_c,3.4.11.1,18225.88191,0
3OAS60_num1,0,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,2.3.1.41,7.912547652,0
3OAR60_1_num1,0,3hhexACP_c + nadp_c --> 3ohexACP_c + h_c + nadph_c,1.1.1.100,16062.14764,0
3HAD60_1,0,3hhexACP_c --> h2o_c + thex2eACP_c,4.2.1.-,,
EAR60x_num1,0,h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c,1.3.1.9,2006.881409,0
EAR60y,0,h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c,1.3.1.10,3571.566104,0
3OAS80_num1,0,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c,2.3.1.41,7.912547652,0
EAR80x_num1,0,h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c,1.3.1.9,2006.881409,0
EAR80y,0,h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c,1.3.1.10,3571.566104,0
3OAS100_num1,0,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,2.3.1.41,7.912547652,0
EAR100x_num1,0,h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c,1.3.1.9,2006.881409,0
EAR100y,0,h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c,1.3.1.10,3571.566104,0
3OAS120_num1,0,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c,2.3.1.41,7.912547652,0
3OAR120_num1,0,3hddecACP_c + nadp_c --> 3oddecACP_c + h_c + nadph_c,1.1.1.100,16062.14764,0
3HAD120_1,0,3hddecACP_c --> h2o_c + tddec2eACP_c,4.2.1.-,,
R04966_num1,0,h_c + nadh_c + tmrs2eACP_c --> nad_c + tetacp_c,1.3.1.9,2006.881409,0
R04967,0,h_c + nadph_c + tmrs2eACP_c --> nadp_c + tetacp_c,1.3.1.10,3571.566104,0
R04968_num1,0,h_c + malACP_c + tetacp_c --> 3opalmACP_c + ACP_c + co2_c,2.3.1.41,7.912547652,0
R04969_num1,0,h_c + nadh_c + tpalm2eACP_c --> hedACP_c + nad_c,1.3.1.9,2006.881409,0
R04970,0,h_c + nadph_c + tpalm2eACP_c --> hedACP_c + nadp_c,1.3.1.10,3571.566104,0
OPHBDC,0,3ophb_c + h_c --> 2oph_c + co2_c,4.1.1.-,,
R05032,0.040001013,uacgam_c + uagmda_c --> uaagtmda_c + udp_c,2.4.1.227,198.2180265,0.000201803
r0775_num1,8.15E-05,HC01651_c + h2o_c --> HC01652_c + for_c,3.5.4.16,0.18662368,0.000436502
r0777_num1,8.15E-05,HC01652_c --> HC01710_c,3.5.4.16,0.18662368,0.000436502
4HGLSD_num1,0,e4hglu_c + 2.0 h_c + nadh_c --> 4hglusa_c + h2o_c + nad_c,1.5.1.12,383.4109803,0
R05052_num1,0,akg_c + e4hglu_c --> 4h2oxg_c + glu__L_c,2.6.1.1,1872.384827,0
R05053,0,4h2oxg_c + asp__D_c --> e4hglu_c + oaa_c,2.6.1.21,26322.90577,0
HMNO,0,3hib_c + nad_c --> h_c + mmtsa_c + nadh_c,,652959.4556,0
KARI_23dhmp,0,23dhmp_c + nadp_c --> 3hmop_c + h_c + nadph_c,1.1.1.86,177.0165189,0
KARI,0.106283499,2ahbut_c --> 3hmop_c,1.1.1.86,177.0165189,0.000600416
DHAD2m,0.106283499,23dhmp_c --> 3mop_c + h2o_c,4.2.1.9,901.2462884,0.000117929
OHPBAT,0,akg_c + phthr_c --> glu__L_c + ohpb_c,2.6.1.52,96.08776826,0
R05133_num1,0,arbt6p_c + h2o_c --> g6p_B_c + hqn_c,3.2.1.86,1874.286854,0
R05134_num1,0,h2o_c + salcn6p_c --> 2hymeph_c + g6p_B_c,3.2.1.86,1874.286854,0
23PDE9pp,0,23cgmp_c + h2o_c --> 3gmp_c,3.1.4.16,160.2846128,0
R05287,0,C06755_c + h2o_c --> cl_c + glyclt_c + h_c,3.8.1.2,9.736196505,0
G1PACT,0.130413197,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,2.3.1.157,1335.00537,9.77E-05
R05338,0,fald_c + ru5p__D_c --> C06019_c,,881541.7276,0
R05339,0,C06019_c --> f6p_B_c,,996764.0417,0
D5KGPA,0,d5kgp_c --> dhap_c + msa_c,4.1.2.29,,
4OT2,0,hmccm_c --> 2omcm_c,5.3.2.-,,
R05549,0,h2o_c + mnt_c --> gal_c + melib_c,3.2.1.22,17102.48677,0
AMID5,0,aa_c + h2o_c --> acryl_c + nh4_c,3.5.1.4,32004.76426,0
ADCL,8.15E-05,4adcho_c --> 4abz_c + h_c + pyr_c,4.1.3.38,,
R05554,0,h2o_c + udg_c --> nh4_c + urdglyc_c,3.5.3.9,3301.902502,0
R05566,0.003115311,uacmam_c + unaga_c --> abdmagdpu_c + udp_c,2.4.1.187,723.7681709,4.30E-06
GLTPD,0,galt1p_c + nad_c --> h_c + nadh_c + tag6p__D_c,,,
ASPTRS,0.058292555,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,6.1.1.12,34.65849813,0.001681912
GLUTRS,0.10255827,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,6.1.1.17,233.231017,0.000439728
R05590,0,bzmd_c + h2o_c --> bz_m_c + nh4_c,3.5.1.4,32004.76426,0
EDA,0,2ddg6p_c --> g3p_c + pyr_c,4.1.2.14,13248.27787,0
MNNH,0,mana_c --> 2ddglcn_c + h2o_c,4.2.1.8,242.4974334,0
GALCTD,0,galctr__D_c --> 5dh4dglc_c + h2o_c,4.2.1.42,601.829831,0
HEXTT,5.90E-05,hexdp_c + ipdp_c --> hepdp_c + ppi_c,2.5.1.30,,
PPTTm,5.90E-05,ipdp_c + pendp_c --> hexdp_c + ppi_c,2.5.1.30,,
UDCPDP,0.040001013,dtpcudcpp_c + h2o_c --> h_c + pi_c + udcpp_w_c,3.6.1.27,9733.412874,4.11E-06
PAPPT3,0.040001013,udcpp_w_c + ugmda_c --> uagmda_c + ump_c,2.7.8.13,20677.40139,1.93E-06
R05632,0,1h2nap_c + 2.0 h_c + nadh_c + o2_c --> co2_c + h2o_c + nad_c + npthld_c,1.14.13.1,314.3288539,0
MEPCT,0.000412914,2me4p_c + ctp_c --> 4c2me_c + ppi_c,2.7.7.60,13590.51716,3.04E-08
CDPMEK,0.000412914,4c2me_c + atp_c --> 2p4c2me_c + adp_c,,627319.4169,6.58E-10
DXPS,0.000412914,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,2.2.1.7,2554.130211,1.62E-07
MECDPS,0.000412914,2p4c2me_c --> 2mecdp_c + cmp_c,4.6.1.12,490.4963958,8.42E-07
D5KGK,0,atp_c + d5kg_c --> adp_c + d5kgp_c,2.7.1.92,,
DXPRIi,0,2me4p_c + nadp_c --> dxyl5p_c + h_c + nadph_c,1.1.1.267,374.098085,0
FMNRx2_num1,0,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c,1.-.-.-,,
FLVR_1_num1,0,h_c + nadph_c + ribflv_c --> nadp_c + ribflvRD_c,1.5.1.34,11433.27466,0
NODOx,0,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,1.14.12.17,11617.57201,0
NODOy,0,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,1.14.12.17,11617.57201,0
R05789,0,C11536_c + h2o_c --> C11537_c + h_c + pi_c,3.1.3.71,,
R05835,0,gchola_c + h2o_c --> cholate_c + gly_c,3.5.1.24,200855.4105,0
RBP4E,0,ru5p__L_c --> xu5p__D_c,5.1.3.4,2493.268172,0
DALAOX,0,ala__D_c + h2o_c + o2_c --> h2o2_c + nh4_c + pyr_c,1.4.3.19,174.5974847,0
R05884,0.000353927,h2mb4p_c + h_c + nadph_c --> h2o_c + ipdp_c + nadp_c,1.17.1.2,271.871871,1.30E-06
R06063,0,5hiu_c + h2o_c --> alltn__R_c + co2_c,,,
R06064,0,5hiu_c + h2o_c --> alltn_c + co2_c,,,
TARTRDH,0,nad_c + tartr__L_c --> h_c + nadh_c + oxglyc_c,1.1.1.93,9665.780234,0
BLACT_num1,0,h2o_c + pencil_c --> h_c + pencilca_c,3.5.2.6,180458.7254,0
IPDPUPT,0,7.0 ipdp_c + ttc_ggdp_c --> dtpcudcpp_c + 7.0 ppi_c,2.5.1.31,220.5151525,0
TDPGDH,0,dtdpglu_c --> dtdp4d6dg_c + h2o_c,4.2.1.46,8025.608875,0
TDPDRE,0,dtdp4d6dg_c --> dtdp4d6dm_c,,1125287.694,0
HIUH,0,5hiu_c + h2o_c --> 5houdic_c,3.5.2.17,10363.39221,0
SALSYN,0,ichor_c --> pyr_c + salc_c,4.1.99.-,,
R06604,0,5houdic_c + h_c --> alltn_c + co2_c,,,
R06605,0,5houdic_c + h_c --> alltn__R_c + co2_c,,,
TMDS3,0.009018587,dump_c + fadh2_c + mlthf_c --> dtmp_c + fad_c + thf_c,,,
CPPPGO2_num1,0,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c,1.3.99.22,18888.40199,0
R06903,0,C14098_c + fum_c --> C14115_c,4.1.99.-,,
R06915,0,2.0 h_c + msial_c + nadh_c + o2_c --> 3mcat_c + co2_c + h2o_c + nad_c,1.14.13.1,314.3288539,0
R06936,0,4hmsial_c + 2.0 h_c + nadh_c + o2_c --> 3hmcat_c + co2_c + h2o_c + nad_c,1.14.13.1,314.3288539,0
R06939,0,2.0 h_c + mcres_c + nadh_c + o2_c --> 4mcat_c + co2_c + h2o_c + nad_c,1.14.13.1,314.3288539,0
HADPCOADH3,0,3hadpcoa_c + nad_c --> h_c + nadh_c + oxadpcoa_c,4.2.1.17,45965.12252,0
GART,0,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,2.1.2.-,,
R07013,0,C14786_c + h2o_c --> dhnpthld_c,3.3.2.9,1178.357919,0
R07014,0,C14787_c + h2o_c --> dhnpthld_c,3.3.2.9,1178.357919,0
R07027,0,C14800_c + h2o_c --> C14801_c,3.3.2.9,1178.357919,0
R07082,0,C14850_c + h2o_c --> C14852_c,3.3.2.9,1178.357919,0
APSR_num1,0.067128712,aps_c + trdrd_c --> amp_c + so3_c + trdox_c,1.8.4.8,33.33177073,0.002013956
R07219,5.90E-05,h2mb4p_c + h_c + nadph_c --> dmpp_c + h2o_c + nadp_c,1.17.1.2,271.871871,2.17E-07
R07262_num1,0,14dh2napcoa_c + h2o_c --> coa_c + dhna_c + h_c,3.8.1.5,5479.214133,0
R07263,5.90E-05,h_c + sbzcoa_c --> 14dh2napcoa_c + h2o_c,4.1.3.36,16.41296521,3.59E-06
R07270,0,prephytedp_c --> C05413_c + ppi_c,2.5.1.32,,
PMDPHT,0,5aprbu_c + h2o_c --> 4r5au_c + h_c + pi_c,,,
DB4PS,0,ru5p__D_c --> db4p_c + for_c + h_c,3.5.4.25,3.467744736,0
CBMD,0,cbm_c + 2.0 h_c --> co2_c + nh4_c,,,
R07346,0,nadp_c + sbt__D_c --> h_c + nadph_c + srb__L_c,,,
DHPTDNR_num1,0,nadp_c + thptdn_c --> dhptdn_c + h_c + nadph_c,1.-.-.-,,
ARD1,0,dhmtp_c + o2_c --> co_c + for_c + mtpp_c,1.13.11.54,26369.86546,0
ARD_1,0,dhmtp_c + o2_c --> 2kmb_c + for_c + h_c,1.13.11.54,26369.86546,0
MDRPD,0,5mdru1p_c --> dkmpp_c + h2o_c,4.2.1.109,2528.907714,0
23DK5MPPISO,0,h_c + hkmpp_c --> dkmpp_c,,451797.872,0
2OH3K5MPPISO,0,h2o_c + hkmpp_c --> dhmtp_c + h_c + pi_c,,736924.158,0
ARAT,0,2kmb_c + glu__L_c --> akg_c + met__L_c,,451794.2036,0
SPONT1,0,2a3o4pob_c + h_c --> 3a2oprop_c + co2_c,,,
R07460_num1,0,cys__L_c + iscsh_c --> C15812_c + ala__L_c,2.8.1.7,76.03592687,0
GGTT,5.90E-05,ggdp_c + ipdp_c --> pendp_c + ppi_c,2.5.1.30,,
R07476,0,C11536_c --> pep_c + so3_c,4.4.1.19,1079.115802,0
MOD,0,3mob_c + h_c + thmpp_c --> 2mhop_c + co2_c,1.2.4.4,256.3272573,0
R07600,0,2mhop_c + lpam_c --> 2mpdhl_c + thmpp_c,1.2.4.4,256.3272573,0
MOD_4mop,0.022952437,4mop_c + h_c + thmpp_c --> 3mhtpp_c + co2_c,1.2.4.4,256.3272573,8.95E-05
R07602,0.022952437,3mhtpp_c + lpam_c --> 3mbdhl_c + thmpp_c,1.2.4.4,256.3272573,8.95E-05
MOD_3mop,0,3mop_c + h_c + thmpp_c --> 2mhob_c + co2_c,1.2.4.4,256.3272573,0
R07604,0,2mhob_c + lpam_c --> 2mbdhl_c + thmpp_c,1.2.4.4,256.3272573,0
R07618_num1,0,dhlam_c + nad_c --> h_c + lpam_c + nadh_c,1.2.4.4,372.0755343,0
ALAALAD,0,alaala_c + h2o_c --> 2.0 ala__D_c,,659789.3417,0
LIPATPT,0,atp_c + h_c + lipoate_c --> lipoamp_c + ppi_c,,617183.916,0
R07771,0,C16240_c + lipoamp_c --> C16237_c + amp_c + h_c,,617183.916,0
R08056,0,glcr_c --> C03921_c + h2o_c,4.2.1.40,1543.821112,0
R08125,0,frulysp_c + h2o_c --> g6p_A_c + lys__L_c,3.5.-.-,,
SHCHCS3,0,2sephchc_c --> 2shchc_c + pyr_c,4.2.99.20,13762.55266,0
R08218,0,C16636_c + atp_c + ser__L_c --> amp_c + ppi_c + sertrnaec_c,,407406.1353,0
PUNP8_num1,0,h_c + nebari_c + pi_c --> purine_c + r1p_c,2.4.2.1,1127769.668,0
R08386,0,accoa_c + haram_c --> acara_c + coa_c,2.3.1.118,3486.908299,0
R08871,0,C17962_c + accoa_c --> C17949_c + coa_c,2.3.1.183,22499.03304,0
R08938,0,accoa_c + glutcon_c --> acpptrn_c + coa_c,2.3.1.183,22499.03304,0
rxn00399,0,2.0 arg__L_c + nadph_c + 3.0 o2_c --> 2.0 citr__L_c + 2.0 h2o_c + h_c + nadp_c + 2.0 no_c,1.-.-.-,,
SERASr,0,atp_c + h_c + ser__L_c --> ppi_c + seramp_c,2.7.7.-,,
NTRIR2x,0,5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c,1.7.1.4,1299.269884,0
NTRIR2y,0,5.0 h_c + 3.0 nadph_c + no2_c --> 2.0 h2o_c + 3.0 nadp_c + nh4_c,1.7.1.4,1299.269884,0
rxn00734,0.042969592,2obut_c + 2.0 h_c + 0.5 o2_c + pi_c --> co2_c + h2o_c + ppap_c,,,
RHCYS,0,h2o_c + rhcys_c --> hcys__L_c + rib__D_c,,,
r0390_num1,0,h2o_c + isomal_c --> 2.0 glc__D_c,3.2.1.135,1373300.296,0
ACOADH2,0,2.0 ibcoa_c + o2_c --> 2.0 2mp2coa_c + 2.0 h2o_c,1.3.99.2,853.8711031,0
TREpts,0,pep_c + tre_e --> pyr_c + tre6p_c,2.7.3.9,984.2209765,0
ACOAD20,0,2.0 m2bcoa_c + o2_c --> 2.0 2mb2coa_c + 2.0 h2o_c,1.3.99.2,853.8711031,0
rxn02727,0,h2o_c + leuktrC4_c --> C05951_c + glu__L_c,2.3.2.2,2430.166519,0
DKDID,0,dkdi_c + h2o_c --> d5kg_c + h_c,,282728.4569,0
2S6HCCi,5.90E-05,akg_c + h_c + ichor_c --> 2shchc_c + co2_c + pyr_c,2.2.1.9,15.44672471,3.82E-06
PIabc_num1,0,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,,128616.4513,0
GLCabc_num1,0,atp_c + glc__D_e + h2o_c --> adp_c + glc__D_c + h_c + pi_c,,120418.6308,0
HEMEti,0,atp_c + h2o_c + pheme_e --> adp_c + h_c + pheme_c + pi_c,,147617.6385,0
MNabc,0,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,,114542.2235,0
ZNabc_num1,0,atp_c + h2o_c + zn2_e --> adp_c + h_c + pi_c + zn2_c,3.6.3.5,11686.51361,0
GLNabc,0,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c,,189887.342,0
CHLabc_num1,0,atp_c + chol_e + h2o_c --> adp_c + chol_c + h_c + pi_c,,159741.1197,0
RIBabc_num1,0,atp_c + h2o_c + rib__D_e --> adp_c + h_c + pi_c + rib__D_c,,147642.2553,0
GALabc_num1,0,atp_c + gal_e + h2o_c --> adp_c + gal_c + h_c + pi_c,,120418.6308,0
HISabc,0,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c,,98728.27786,0
XYLabc_num1,0,atp_c + h2o_c + xyl__D_e --> adp_c + h_c + pi_c + xyl__D_c,,120418.6308,0
MALTabc_num1,0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c,,99806.02341,0
TAURabc,0,atp_c + h2o_c + taur_e --> adp_c + h_c + pi_c + taur_c,,209192.8889,0
ARBabc_num1,0,arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,,172197.9421,0
Niabc,0,atp_c + h2o_c + ni2_e --> adp_c + h_c + ni2_c + pi_c,,204519.8793,0
THMabc,0,atp_c + h2o_c + thm_e --> adp_c + h_c + pi_c + thm_c,,150250.0606,0
CRNabc,0,atp_c + crn_e + h2o_c --> adp_c + crn_c + h_c + pi_c,,159309.8181,0
GLYBabc,0,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,3.6.3.32,,
METDabc_num1,0,atp_c + h2o_c + met__D_e --> adp_c + h_c + met__D_c + pi_c,,216292.9987,0
CHOLSabc_num1,0,atp_c + chols_e + h2o_c --> adp_c + chols_c + h_c + pi_c,,159741.1197,0
ALLabcpp,0,all__D_e + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c,,,
rxn05187,0,atp_c + b12_e + h2o_c --> adp_c + b12_c + h_c + pi_c,3.5.1.90,,
FERRICHabc,0,atp_c + fecrm_e + h2o_c --> adp_c + fecrm_c + h_c + pi_c,,98915.29997,0
CTBTabcpp,0,atp_c + ctbt_e + h2o_c --> adp_c + ctbt_c + h_c + pi_c,3.6.3.32,,
rxn05193,0,atp_c + btbet_e + h2o_c --> adp_c + btbet_c + h_c + pi_c,3.6.3.32,,
GLCGLYCabcpp_syn_num1,0,atp_c + glcglyc_e + h2o_c --> adp_c + glcglyc_c + h_c + pi_c,,120418.6308,0
FE3abc_num1,0,atp_c + fe3_e + h2o_c --> adp_c + fe3_c + h_c + pi_c,,148895.4707,0
URAt2_num1,0,h_e + ura_e --> h_c + ura_c,,437784.9981,0
CYTDt2_num1,0,cytd_e + h_e --> cytd_c + h_c,,470585.8797,0
URIt2_num1,0,h_e + uri_e --> h_c + uri_c,,470585.8797,0
THMDt2_num1,0,h_e + thymd_e --> h_c + thymd_c,,470585.8797,0
HXANt2r_num1,0,h_e + hxan_e --> h_c + hxan_c,,438097.0316,0
XANt2_num1,0,h_e + xan_e --> h_c + xan_c,,430344.4936,0
GUAt2r_num1,0,gua_e + h_e --> gua_c + h_c,,393892.1898,0
GSNt2_num1,0,gsn_e + h_e --> gsn_c + h_c,,393892.1898,0
DCYTt2_num1,0,dcyt_e + h_e --> dcyt_c + h_c,,468244.0967,0
Ktex_num1,0.258999533,k_e --> k_c,,664253.0548,3.90E-07
MALt5_num1,-17.33103302,mal__L_e + na1_e <-- mal__L_c + na1_c,,416071.8023,-4.17E-05
NAt3_1,0,h_c + na1_e --> h_e + na1_c,,65808.27628,0
CITt2r_num1,0,cit_c + h_c --> cit_e + h_e,,425837.6498,0
CITt14,0,ca2_e + cit_e + h_e --> ca2_c + cit_c + h_c,,439258.9688,0
CITt10,0.037313893,cit_e + h_e + mg2_e --> cit_c + h_c + mg2_c,,434172.0329,8.59E-08
ALAt4,0,ala__L_e + na1_e <-- ala__L_c + na1_c,,386303.0551,0
GLNt4,0,gln__L_e + na1_e <-- gln__L_c + na1_c,,385745.7449,0
ASPt2r,0,asp__L_e + h_e --> asp__L_c + h_c,,446001.9754,0
METabc_num1,0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,,216292.9987,0
PROt4_num1,0,na1_e + pro__L_e <-- na1_c + pro__L_c,,373448.4858,0
rxn05223_num1,0,atp_c + btn_e + h2o_c --> adp_c + btn_c + h_c + pi_c,,994399.0162,0
GLCpts_num1,0,glc__D_e + pep_c --> g6p_A_c + pyr_c,2.7.3.9,814.2367162,0
rxn05229,0.073043362,airs_c + atp_c + hco3_c --> 5aizc_c + adp_c + h_c + pi_c,4.1.1.21,2995.316993,2.44E-05
CYSabc,0,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,,242485.901,0
LEUt2r_num1,0,h_e + leu__L_e --> h_c + leu__L_c,,227821.0995,0
ILEt2r_num1,0,h_e + ile__L_e --> h_c + ile__L_c,,227821.0995,0
rxn05247_num1,0,atp_c + coa_c + fa1_c + h_c --> amp_c + fa1coa_c + ppi_c,6.2.1.16,434.0160235,0
rxn05248_num1,0,atp_c + coa_c + fa4_c + h_c --> amp_c + fa4coa_c + ppi_c,6.2.1.16,434.0160235,0
rxn05249_num1,0,atp_c + coa_c + fa3_c + h_c --> amp_c + fa3coa_c + ppi_c,6.2.1.16,434.0160235,0
rxn05250_num1,0,atp_c + coa_c + fa6_c + h_c --> amp_c + fa6coa_c + ppi_c,6.2.1.16,434.0160235,0
rxn05251_num1,0,atp_c + coa_c + fa12_c + h_c --> amp_c + fa12coa_c + ppi_c,6.2.1.16,434.0160235,0
rxn05252_num1,0,atp_c + coa_c + fa11_c + h_c --> amp_c + fa11coa_c + ppi_c,6.2.1.16,434.0160235,0
FOLt,0,fol_e + h_e --> fol_c + h_c,,,
rxn05266,5.90E-05,2dmmq7_c + amet_c + nadph_c --> ahcys_c + mql7_c + nadp_c,2.1.1.-,,
DHNAOT7,5.90E-05,dhna_c + hepdp_c + nad_c --> 2dmmq7_c + co2_c + nadh_c + ppi_c,2.5.1.-,,
FE3tex,0.001263883,fe3_e --> fe3_c,,224868.3361,5.62E-09
rxn05294_num1,0.010240249,0.884 datp_c + 0.6684 dctp_c + 0.6692 dgtp_c + 0.8807 dttp_c --> dna_c + 3.1023 ppi_c,3.6.1.-,,
rxn05295,0.025797551,0.7706 atp_c + 0.5853 ctp_c + 0.9496 gtp_c + 0.6331 utp_c --> cpd11462_c + 2.9386 ppi_c,2.7.7.25,8.593874177,0.003001853
GLUt2r_num1,0,glu__L_e + h_e --> glu__L_c + h_c,,433327.8723,0
GLUt4_num1,0,glu__L_e + na1_e <-- glu__L_c + na1_c,,406234.818,0
HISt2r,0,h_e + his__L_e --> h_c + his__L_c,,385444.8565,0
THRt2r,0,h_e + thr__L_e --> h_c + thr__L_c,,,
TYRt2r,0,h_e + tyr__L_e --> h_c + tyr__L_c,,,
ARGt2r_num1,0,arg__L_e + h_e --> arg__L_c + h_c,,395921.2709,0
rxn05304,0,atp_c + cysi__L_e + h2o_c --> adp_c + cysi__L_c + h_c + pi_c,,242485.901,0
LYSt3r,0,h_e + lys__L_c --> h_c + lys__L_e,,826833.77,0
SERt2r,0,h_e + ser__L_e --> h_c + ser__L_c,,,
PNTOt2,0,h_e + pnto__R_e --> h_c + pnto__R_c,,366835.4128,0
NACt,0,nac_e --> nac_c,,,
PIt2r,0,h_c + pi_c --> h_e + pi_e,,564798.0358,0
PIt7,5.777275913,3.0 na1_e + pi_e --> 3.0 na1_c + pi_c,,601815.4623,9.60E-06
ZN2t4pp,0,h_e + k_e + zn2_c --> h_c + k_c + zn2_e,,582457.4547,0
INSt2_num1,0,h_e + ins_e --> h_c + ins_c,,393892.1898,0
DADNt2_num1,0,dad_2_e + h_e --> dad_2_c + h_c,,393892.1898,0
ADNt2_num1,0,adn_e + h_e --> adn_c + h_c,,393892.1898,0
H2Ot,26.4945999,h2o_c --> h2o_e,,,
rxn05358,0.042969592,ACP_c + m2bcoa_c --> 2mbutACP_c + coa_c,2.3.1.39,690.4532047,6.22E-05
rxn05359_num1,0.042969592,2mbutACP_c + h_c + malACP_c --> 4m3ohexACP_c + ACP_c + co2_c,2.3.1.41,25517.30459,1.68E-06
rxn05360_num1,0,4m3ohexACP_c + h_c + nadph_c --> 4m3hhexACP_c + nadp_c,1.1.1.100,16062.14764,0
rxn05361,0.042969592,4m3hhexACP_c --> 4methex2eACP_c + h2o_c,4.2.1.-,,
rxn05362,0.042969592,4methex2eACP_c + h_c + nadph_c --> 4methexACP_c + nadp_c,1.3.1.10,3571.566104,1.20E-05
rxn05363_num1,0.042969592,4methexACP_c + h_c + malACP_c --> 6m3oACP_c + ACP_c + co2_c,2.3.1.41,25517.30459,1.68E-06
rxn05364_num1,0,6m3oACP_c + h_c + nadph_c --> 6m3hoACP_c + nadp_c,1.1.1.100,16062.14764,0
rxn05365,0.042969592,6m3hoACP_c --> 6mto2eACP_c + h2o_c,4.2.1.-,,
rxn05366,0.042969592,6mto2eACP_c + h_c + nadph_c --> 6moACP_c + nadp_c,1.3.1.10,3571.566104,1.20E-05
